iter	Passed	Remaining
1624	39144	33122
1625	39167	33097
1626	39188	33070
1627	39207	33042
1628	39233	33019
1629	39256	32994
1630	39276	32967
1631	39297	32940
1632	39320	32915
1633	39343	32890
1634	39366	32865
1635	39388	32840
1636	39405	32809
1637	39425	32782
1638	39451	32759
1639	39472	32733
1640	39495	32708
1641	39520	32685
1642	39544	32661
1643	39570	32638
1644	39589	32609
1645	39614	32587
1646	39643	32567
1647	39666	32542
1648	39690	32517
1649	39715	32494
1650	39736	32468
1651	39760	32443
1652	39784	32419
1653	39811	32398
1654	39837	32375
1655	39860	32350
1656	39884	32326
1657	39904	32299
1658	39925	32272
1659	39943	32243
1660	39967	32219
1661	39990	32194
1662	40007	32164
1663	40030	32140
